Лемма	Класс	Форма	Частота
adhyāhṛ	1	adhyāhārya	9
virūpay	0	virūpita	9
prapidhā	3	prapidhāya	9
kalkay	0	kalkayet	9
mārgay	0	mārgita	9
pattrīkṛ	8	pattrīkṛta	9
abhipālay	10	abhipālita	9
vihval	1	vihvalat	9
vihval	1	vihvalita	9
abhisaṁbudh	4	abhisaṃbhotsyante	9
abhīps	0	abhīpsati	9
lohitāy	0	lohitāyat	9
abhinirhṛ	2	abhinirhṛta	9
pravāh	1	pravāhamāṇa	9
atisnih	4	atisnigdha	9
vyadhay	10	vyadhayet	9
pallavay	0	pallavita	9
paridīpay	10	paridīpita	9
paricchad	1	paricchanna	9
vātāy	0	vātāyamāna	9
day	1	dayamāna	9
davidyut	0	davidyutat	9
siṣās	0	siṣāsati	9
dīdī	0	dīdāya	9
samabhyāyā	2	samabhyāyāt	9
mī	3	minat	9
vivās	0	vivāse	9
hary	1	harya	9
hary	1	haryat	9
carkar	0	carkṛtya	9
śravasy	0	śravasyat	9
bhas	1	bapsat	9
pṛṇ	6	pṛṇa	9
ī	0	īyase	9
prāviṣkṛ	8	prāvirakārṣīt	9
ārocay	10	ārocaya	9
samanvāhṛ	2	samanvāhṛta	9
samanvāhṛ	2	samanvāhartum	9
ārāgay	0	ārāgayeyam	9
ādhyāyay	10	ādhyāyyamāna	9
virāgay	0	virāgayeyam	9
vyardhay	10	vyardhayāni	9
saṁnirmā	3	saṃnirmita	9
aj	1	ājat	8
aṭ	1	aṭamāna	8
ad	2	adantu	8
aś	1	āśnuvata	8
as	2	āsīḥ	8
ās	4	āsat	8
i	5	āyam	8
i	5	īyatuḥ	8
indh	2	indhate	8
indh	2	idhīmahi	8
iṣ	1	iccheta	8
īś	2	īśāthe	8
īś	2	īśate	8
īh	1	īhita	8
arpay	10	arpayat	8
ṛdh	5	ārdhnot	8
kāṅkṣ	2	kāṅkṣate	8
kṛ	2	kurvīya	8
kṛ	2	acīkarat	8
kṛ	2	kartāsi	8
kṛ	2	kṛṇute	8
kṛ	2	kṛṇuṣva	8
kṛ	2	kṛṇutha	8
kṛ	2	kṛṣva	8
kṛ	2	karta	8
kṛ	2	kṛṇavaḥ	8
kṛ	2	karam	8
kṛṣ	6	karṣet	8
kalpay	10	kalpayiṣyati	8
kalpay	10	kalpyatām	8
kalpay	10	kalpayitavya	8
kram	4	kramasva	8
kram	4	akramuḥ	8
krīḍ	1	cikrīḍuḥ	8
krudh	4	krudhyati	8
kliś	9	kliśnāti	8
kliś	9	kliśyanti	8
kvaṇ	1	kvaṇita	8
kṣam	1	kṣameta	8
kṣip	6	kṣeptavya	8
kṣviḍ	1	kṣveḍat	8
khac	1	khacita	8
khan	2	khātvā	8
gad	1	gadyate	8
gam	6	gantāsmi	8
gam	6	gamat	8
gal	1	galati	8
gā	4	agāḥ	8
guh	6	gūhet	8
gṛdh	4	gṛdhyet	8
gṛdh	4	gṛdhyat	8
grah	6	gṛhṇīte	8
grah	6	grahīṣyanti	8
grah	6	gṛbhṇāmi	8
gras	1	grasyamāna	8
ghaṭ	1	ghaṭante	8
car	1	carāmasi	8
ci	1	cinute	8
cit	1	ciketati	8
cintay	10	cintayate	8
cintay	10	cintanīya	8
ceṣṭ	1	ceṣṭitum	8
cyu	1	acucyavuḥ	8
jan	4	janiṣyati	8
jan	4	jāyanti	8
jan	4	jāyata	8
jap	4	japa	8
jap	4	jepuḥ	8
ji	9	jayāmi	8
ji	9	jayeyuḥ	8
ji	9	jayata	8
ji	9	jayantu	8
juṣ	6	juṣadhvam	8
jū	1	junanti	8
jṛmbh	1	jṛmbhat	8
jñā	4	jānīyām	8
jñā	4	jānīta	8
jval	1	jvala	8
tan	8	tāyate	8
tap	4	tapyanti	8
tap	4	atapyat	8
tap	4	tāpya	8
tam	4	tāmyat	8
tarkay	0	tarkayat	8
tuṣ	4	tutuṣuḥ	8
tṛ	3	tariṣyati	8
tṛ	3	tirate	8
tṛp	6	tṛpyate	8
bhū	1	babhūvitha	8
bhū	1	bhūma	8
dru	1	dravantu	8
nī	2	nayantu	8
nī	2	anaiṣīt	8
nī	2	nayiṣyati	8
nū	1	navante	8
pat	1	patasi	8
pat	1	patitā	8
brū	2	bravaḥ	8
yā	2	yātaḥ	8
vac	2	vivakti	8
vac	2	uvāca	8
vac	2	avocata	8
vac	2	avāci	8
vac	2	vocema	8
vad	1	udya	8
muc	6	muñcasi	8
muc	6	amuñcatam	8
muc	6	mumuce	8
muc	6	mocya	8
han	6	aghnan	8
han	6	jaghnire	8
vas	2	vasataḥ	8
vas	2	vasatu	8
sad	6	asadat	8
sad	6	satta	8
dhāv	1	dhāvita	8
sū	1	sūtave	8
bhuj	6	bhuṅkṣe	8
bhuj	6	bhujyante	8
man	8	manyethāḥ	8
yam	6	ayaṃsata	8
yuj	6	yokṣyati	8
adhivas	1	adhivasati	8
vid	2	vetsyāmi	8
vid	2	vetsyanti	8
vid	2	vividuḥ	8
vid	2	vindyāt	8
vid	2	vettum	8
dhā	1	adadhāḥ	8
vṛj	7	avṛñjata	8
vṛj	7	vṛṅgdhi	8
vṛdh	6	vṛdhāna	8
vye	4	avyata	8
śī	1	śaye	8
adhiśri	1	adhiśrayet	8
sthā	1	sthāsyasi	8
sthā	1	tiṣṭhase	8
sthā	1	tasthe	8
sthā	1	tiṣṭhasva	8
sthā	1	sthāt	8
adhiśī	2	adhiśerate	8
sṛ	3	sasruḥ	8
tvar	1	tvarate	8
tvar	1	tvarasva	8
dah	2	daheyuḥ	8
dā	1	dāsyāmaḥ	8
dā	1	adām	8
dā	1	adatta	8
dā	1	dīyantām	8
dā	1	daddhi	8
dā	1	adaduḥ	8
dā	1	dāt	8
diś	6	diśa	8
diś	6	diśatu	8
diś	6	diśat	8
dhyā	3	dhyāyīta	8
nam	1	nama	8
nam	1	namate	8
paś	4	paśyeyuḥ	8
pā	1	pibantu	8
pā	1	pāsyanti	8
pṛ	9	pṛṇanti	8
pṛ	9	pūrdhi	8
pṛ	9	pūrta	8
pracch	1	pṛcchate	8
naś	1	naśyate	8
śru	4	śuśrumaḥ	8
śru	4	śrāvya	8
hā	1	jahati	8
hā	1	jahat	8
bhṛ	1	bharāmi	8
bhṛ	1	bhārya	8
bhṛ	1	bhṛtvā	8
bhṛ	1	bharamāṇa	8
yaj	2	iyāja	8
yaj	2	ayakṣata	8
ruc	1	arocata	8
vāhay	10	vāhyamāna	8
ativāhay	10	ativāhya	8
vraj	1	vrajatu	8
śā	4	śiśīte	8
śā	4	śiśādhi	8
śobhay	10	śobhayanti	8
stu	1	stuvīran	8
stu	1	stavya	8
sṛj	2	sṛjasi	8
sṛj	2	sṛjasva	8
sṛj	2	asṛjanta	8
sṛj	2	asṛgran	8
sev	4	siṣevire	8
sru	1	sravantu	8
sru	1	susruvuḥ	8
hvā	1	hvayāmi	8
hvā	1	hvayante	8
dham	1	dhmāyamāna	8
sāday	10	sādayāmi	8
sāday	10	sādayet	8
sāday	10	sādaya	8
sāday	10	sādaye	8
adhigam	1	adhyagaccham	8
adhigam	1	adhigantum	8
dhṛ	4	dhṛtavat	8
dhāray	10	dhārayasi	8
spṛś	6	spṛśyamāna	8
hu	3	hūyante	8
hu	3	juhotana	8
adhī	4	adhīṣva	8
adhī	4	adhīyante	8
adhyāpay	10	adhyāpayat	8
adhyavaso	6	adhyavasyati	8
adhyavaso	6	adhyavasyet	8
kāmay	10	kāmayase	8
anukamp	1	anukampita	8
kīrtay	10	kīrtyante	8
kāray	10	kārayanti	8
kāray	10	kārayiṣyāmi	8
kāray	10	kārayeyam	8
kāray	10	kārayeta	8
anugam	1	anugamiṣyāmi	8
anugam	1	anugamyate	8
gamay	10	gamayāmi	8
anugrah	9	anugṛhṇīyāt	8
anucintay	10	anvacintayat	8
anujan	4	anujāta	8
jāgṛ	2	jāgrati	8
anujñā	9	anujānīyāt	8
anujñā	9	anvajānāt	8
duṣ	4	duṣyet	8
dṛś	6	dṛśaye	8
darśay	10	adarśayan	8
darśay	10	darśayāmāsuḥ	8
anudru	1	anudruta	8
dhāv	1	dhāvat	8
śam	1	aśāmyata	8
śāmay	10	śāmyate	8
pācay	10	pācayati	8
paṭh	1	paṭhyamāna	8
pā	2	pāyāt	8
pālay	10	pālayanti	8
poṣay	10	poṣita	8
kampay	10	akampayata	8
kampay	10	kampayitvā	8
ave	1	avaihi	8
anukṛ	6	anukīrṇa	8
janay	10	janayatu	8
janay	10	janayiṣyāmi	8
prath	1	paprathāna	8
prathay	10	prathayati	8
prathay	10	prathita	8
anuprayam	1	anuprayacchati	8
śuc	6	śocate	8
śuc	6	śucat	8
śocay	10	śocyate	8
sañj	1	sajanti	8
sañj	1	sajjeta	8
sthāpay	10	sthāpayāmi	8
sthāpay	10	sthāpayat	8
plāvay	10	plāvayitvā	8
bandhay	10	bandhaya	8
budh	1	budhyethāḥ	8
bhaj	1	bhajāmi	8
bhid	6	bhidyeta	8
anubhū	1	anubhavāmi	8
mad	3	amadan	8
mā	3	mimāti	8
anumud	1	anvamodata	8
muh	4	mumuhuḥ	8
mṛj	7	mṛjyate	8
mārjay	10	mārjita	8
rakṣ	4	rakṣante	8
rakṣ	4	rarakṣuḥ	8
anurañj	4	anurajyate	8
anurañjay	10	anurañjita	8
ram	4	rameta	8
ram	4	ramet	8
ri	9	riṇāti	8
rud	1	ruditvā	8
rudh	6	rurudhuḥ	8
rudh	6	roddhum	8
labh	1	labheran	8
labh	1	labhanti	8
labh	1	labdhavya	8
lepay	10	lepayitvā	8
vid	6	vida	8
vid	6	vide	8
vṛ	1	avṛṇot	8
vṛ	1	vṛdhi	8
vāray	10	vārayati	8
vāray	10	vāryatām	8
veṣṭ	1	veṣṭita	8
śak	4	śakṣyāmaḥ	8
śap	1	śapet	8
śuṣ	6	śuṣyamāṇa	8
śoṣay	10	śoṣayat	8
smṛ	1	smāram	8
anusmṛ	1	anusmara	8
antardhā	3	antardhāsyati	8
av	1	avanti	8
av	1	aviḍḍhi	8
anvi	2	anvīyamāna	8
anviṣ	6	anvicchati	8
anviṣ	6	anviṣyatām	8
anviṣ	6	anviṣṭa	8
apakṛṣ	1	apakṛṣyate	8
apakram	6	apākrāman	8
apaci	5	apacita	8
tarpay	10	tarpaya	8
tras	4	trasyat	8
dhū	6	dhunoti	8
dhū	6	dhuta	8
dhṛṣ	1	dhṛṣita	8
apanī	1	apanīyate	8
yāpay	10	yāpayet	8
lekhay	10	lekhayet	8
apahan	2	apahate	8
apahan	2	apaghnat	8
hi	5	hinvire	8
hi	5	hiyāna	8
apākṛ	8	apākaroti	8
apidhā	3	apidadhāti	8
pṛc	3	pṛñcat	8
pṛc	3	pṛkta	8
mṛṣ	2	mṛṣyate	8
mṛṣ	2	mṛṣyatām	8
marṣay	10	marṣayati	8
yāc	1	yācāmi	8
yāc	1	yācati	8
vraśc	6	vṛścāmi	8
vraśc	6	vṛkṇa	8
apekṣ	1	apekṣyate	8
abhigam	1	abhigacchat	8
abhighāray	10	abhighārayati	8
abhighāray	10	abhighārita	8
tyaj	1	tyakṣye	8
tyaj	1	tyajethāḥ	8
dīkṣ	1	dīkṣeta	8
dīkṣ	1	dīkṣeran	8
duh	4	duhre	8
duh	4	duhat	8
druh	6	drugdha	8
abhidhā	3	abhidhāsye	8
abhidhāv	1	abhidhāva	8
abhidhyai	2	abhidhyāyet	8
abhinirdiś	6	abhinirdiṣṭa	8
abhinihan	4	abhinighnat	8
abhinī	1	abhinīta	8
abhinī	1	abhineya	8
abhipat	1	abhyapatan	8
pūjay	10	pūjayadhvam	8
pyā	1	pīpeḥ	8
math	4	mamantha	8
abhipravṛt	1	abhipravṛtta	8
sah	1	sāḍha	8
sah	1	sahya	8
sah	1	sahat	8
sah	1	sehāna	8
īray	10	airayat	8
bhañj	4	bhañjat	8
abhiman	4	abhimanyeta	8
abhimṛś	6	abhimṛṣṭa	8
yudh	2	yudhyeyam	8
yodhay	10	yodhayet	8
yodhay	10	yodhayiṣyāmi	8
yodhay	10	yodhayitvā	8
abhilaṣ	4	abhilaṣet	8
abhivikhyā	2	abhivyakhyam	8
abhivikhyā	2	abhivikhyāta	8
veday	10	vedayat	8
abhivirāj	1	abhivirājate	8
vṛ	5	vṛṇoti	8
vṛ	5	urāṇa	8
vyath	1	vyathantām	8
abhivṛdh	1	abhivardhantām	8
abhivardhay	10	abhivardhayet	8
śram	1	aśrāmyat	8
abhiṣic	4	abhiṣiñcantu	8
skhal	1	skhalati	8
stambh	5	stabdhvā	8
stambhay	10	astambhayat	8
abhisatkṛ	8	abhisatkṛta	8
sāntvay	0	sāntvyamāna	8
sādh	1	sādha	8
snā	2	sasnau	8
snāpay	10	snāpayāmāsa	8
snih	4	snihyati	8
bhram	4	bhramet	8
sphūrj	1	sphūrjat	8
harṣay	10	harṣayet	8
abhyatī	2	abhyatīta	8
arthay	0	arthaye	8
abhyavahṛ	1	abhyavaharet	8
abhyāsic	6	abhyāsicya	8
trā	2	trāyase	8
daṁś	1	adaśat	8
avakṛṣ	6	avakṛṣṭa	8
avaguṇṭhay	10	avaguṇṭhayet	8
grāhay	10	grāhayitum	8
bhī	1	abibhet	8
bhī	1	bibhīvas	8
avaghaṭṭay	10	avaghaṭṭayat	8
avacar	1	avacarita	8
avacāray	10	avacārya	8
tāray	10	tāraya	8
avadṛ	2	avadīryate	8
avadhāray	10	avadhārayati	8
avabudh	4	avabudhya	8
majj	1	majjet	8
racay	10	racaya	8
racay	10	racayat	8
avamṛd	9	avamṛdnat	8
avarudh	7	avarundhyāt	8
avalih	6	avalihyāt	8
avasāday	10	avasādayet	8
avasic	6	avasiñcati	8
avasthā	1	avatiṣṭhat	8
avahā	3	avahīna	8
ākuñcay	10	ākuñcya	8
ākṛ	8	ākṛta	8
ākram	6	ākramate	8
āgam	6	ājagmatuḥ	8
āci	5	ācinoti	8
āñc	1	ācya	8
āñj	7	ākta	8
ādā	4	ādadat	8
ānī	1	ānayanti	8
ānī	1	ānayantu	8
ānī	1	ānayitum	8
āpad	4	āpadyate	8
āpāday	10	āpādayanti	8
āpāday	10	āpādayet	8
āpāday	10	āpādita	8
āpracch	6	āpṛṣṭa	8
prī	9	prīyantām	8
bhakṣ	4	bhakṣīmahi	8
bhakṣ	4	bhakṣaṇīya	8
āplu	1	āplavat	8
bhakṣay	10	bhakṣayiṣyanti	8
āmṛś	6	āmṛṣṭa	8
āruh	6	ārohat	8
āloḍay	10	āloḍita	8
āvas	1	āvasat	8
āvartay	10	āvartyamāna	8
āśaṁs	2	āśaṃsita	8
śaṁsay	10	śaṃsaya	8
spṛhay	10	spṛhayāmi	8
āśās	1	āśāsāna	8
āśuṣ	6	āśuṣāṇa	8
āśri	1	āśrayat	8
śrāvay	10	aśrāvayat	8
āsad	2	āsadya	8
āsic	6	āsicya	8
svad	1	svadate	8
svap	1	svapsyanti	8
hiṁs	7	hiṃsīt	8
hiṁs	7	hiṃsitum	8
āhu	3	ājuhāva	8
āhu	3	ājuhvāna	8
āhāray	10	āhārayāmāsa	8
āhvā	4	āhvaya	8
uccāṭay	10	uccāṭayet	8
utkṛṣ	1	utkṛṣya	8
utkruś	1	udakrośan	8
uttejay	10	uttejita	8
utthā	1	uttiṣṭhata	8
utthāpay	10	utthāpyamāna	8
utpāṭay	10	utpāṭayāmāsa	8
utpad	4	utpatsyati	8
utpāday	10	utpādayiṣyati	8
utpāday	10	utpādaya	8
utprekṣ	1	utprekṣya	8
udās	2	udāsīna	8
udāhṛ	2	udāharat	8
udīkṣ	1	udīkṣate	8
udīkṣ	1	udīkṣitum	8
udīr	2	udīrate	8
udīray	10	udīryamāṇa	8
udgā	4	udgāyet	8
uddīpay	10	uddīpita	8
uddyotay	10	uddyotita	8
uddhṛ	1	uddharate	8
udvah	1	udvahanti	8
udvah	1	udvaha	8
udvij	6	udvijante	8
yājay	10	yājayanti	8
upagam	6	upagacchanti	8
upaguh	1	upagūhya	8
upadiś	6	upadekṣyāmi	8
upadiś	6	upadeśya	8
upadarśay	10	upadarśayati	8
upanāmay	10	upanāmayati	8
upaparīkṣ	4	upaparīkṣya	8
upapīḍay	10	upapīḍita	8
bhojay	10	bhojayāmāsa	8
upamantray	0	upamantrita	8
upayuj	7	upayuṅkte	8
upalabh	1	upalebhire	8
upavad	1	upavadet	8
upasaṁhṛ	1	upasaṃharat	8
upasādhay	10	upasādhita	8
upasthā	1	upasthāsyāmi	8
upasthā	1	upatiṣṭhat	8
upāgam	1	upāgatya	8
dāpay	10	dāpayitvā	8
upāruh	1	upārūḍha	8
upāruh	1	upāruhya	8
upāvṛt	1	upāvartate	8
upāvṛt	1	upāvartata	8
rohay	10	rohaya	8
upāhṛ	1	upājahruḥ	8
e	2	eyāya	8
kṣobhay	10	kṣobhyamāṇa	8
jaray	10	jarayati	8
tvaray	10	tvarayanti	8
nāśay	10	nāśayate	8
nikṛt	6	nyakṛntata	8
nigrah	9	nigrahītum	8
nipat	1	nipetatuḥ	8
nibandh	9	nibadhnāti	8
nibandh	9	nibadhya	8
nimajjay	10	nimajjita	8
nirdah	1	nirdadāha	8
nirdiś	6	nirdeśya	8
nirdhāray	10	nirdhārya	8
nirvas	1	niruṣya	8
nirvid	6	nirvidya	8
nirhṛ	1	nirharanti	8
nilī	1	nililyire	8
nivas	1	nivatsyāmi	8
nivas	1	nivatsyasi	8
niścar	1	niścarati	8
niścar	1	niścaranti	8
niści	5	niścīyate	8
niṣad	1	niṣīdat	8
niṣev	1	niṣevitum	8
niṣṭhīv	1	niṣṭhīvet	8
niṣpad	4	niṣpadyante	8
niṣpāday	10	niṣpādyate	8
nistud	6	nistudyate	8
nihan	2	nihanyate	8
parādā	3	parādāt	8
parādā	3	parāduḥ	8
parāmṛś	6	parāmṛśat	8
parikīrtay	10	parikīrtayat	8
kopay	10	kopayat	8
parikṛ	6	parikīrṇa	8
parikalpay	10	parikalpyate	8
parikram	6	paryakrāmat	8
paricar	1	paricarya	8
paricchid	7	paricchettum	8
pariṇam	1	pariṇamet	8
pariṇāmay	10	pariṇāmayāmi	8
pariṇāmay	10	pariṇāmayitavya	8
pariṇāmay	10	pariṇāmayitum	8
pariṇī	2	pariṇetum	8
paridhāpay	10	paridhāpya	8
parinirvā	2	parinirvāsyati	8
paripā	2	paripāti	8
parimṛj	6	parimṛṣṭa	8
parivṛ	5	parivṛtya	8
parivraj	1	parivrajet	8
pariśodhay	10	pariśodhayet	8
parisamūh	1	parisamuhya	8
parihā	3	parihāsyate	8
parihṛ	1	parihara	8
parī	2	paryetā	8
pare	2	paraiti	8
pare	2	paretya	8
paryas	4	paryasya	8
paryupās	4	paryupāsanta	8
paryupās	4	paryupāsante	8
prakāśay	10	prakāśayanti	8
prakopay	10	prakopita	8
prakﾱp	1	prakalpate	8
prakram	6	pracakramuḥ	8
prakṣip	6	prakṣepya	8
pracar	1	pracarati	8
praj￞	4	prajīrṇa	8
prajñā	9	prajñāyata	8
prajval	1	prajvalati	8
praṇad	1	prāṇadat	8
praṇī	1	praṇayanti	8
pratikṛ	8	pratikuryāt	8
pratigṛ	9	pratigṛṇāti	8
pratigrah	9	pratigṛhṇantu	8
pratijñā	9	pratijānate	8
pratinivartay	10	pratinivartya	8
pratipad	4	pratipattum	8
pratipad	4	pratipannavat	8
pratibrū	2	pratibrūyāt	8
pratibhā	2	pratibhāsyanti	8
pratiyā	2	pratiyayuḥ	8
pratilabh	1	pratilapsyate	8
pratīṣ	6	pratīcchat	8
pratyavekṣ	4	pratyavekṣate	8
pradūṣay	10	pradūṣita	8
prapac	1	prapacet	8
prapat	1	prapatet	8
prabhū	1	prabhaviṣyati	8
prabhū	1	prabhavate	8
prayā	2	prayāmi	8
prayojay	10	prayojya	8
praruh	6	praroheyuḥ	8
pravac	2	provāca	8
pravṛdh	1	pravardhante	8
pravṛdh	1	pravardhamāna	8
pravṛṣ	1	pravṛṣṭa	8
pravraj	1	pravavrāja	8
praśam	1	praśāmya	8
praśās	2	praśāsti	8
prasad	1	prasīdatām	8
prasāday	10	prasādyatām	8
prasāday	10	prasādyamāna	8
prasṛ	3	prasasāra	8
prasṛj	4	prāsṛjat	8
prasthā	1	pratiṣṭhante	8
prasthā	1	prātiṣṭhanta	8
prasthā	1	pratiṣṭhamāna	8
prasthāpay	10	prasthāpyatām	8
prasru	1	prasravat	8
prahā	3	praheya	8
prahi	5	prāhait	8
prahṛ	2	prahariṣyāmi	8
prahṛṣ	4	prahṛṣyat	8
praharṣay	10	praharṣayat	8
prāp	1	prāpsyāmaḥ	8
prāp	1	prāpaṇīya	8
pre	2	praitu	8
prekṣ	1	prekṣet	8
preray	10	preryamāṇa	8
preṣay	10	preṣayet	8
preṣay	10	preṣayāmāsuḥ	8
preṣay	10	preṣayat	8
prokṣ	6	prokṣati	8
vikṛṣ	6	vikṛṣyamāṇa	8
vikalpay	10	vikalpya	8
vikṣip	6	vicikṣepa	8
vigrah	9	vigṛhīta	8
vicar	1	vyacaranta	8
vicāray	10	vicāryatām	8
vicintay	10	vicintayāmāsa	8
vijan	4	vijāyate	8
viji	1	vijayet	8
viji	1	vijeṣyāmaḥ	8
vidīpay	10	vidīpita	8
vidyut	1	vidyotamāna	8
vidru	1	vidudruvuḥ	8
vidrāvay	10	vyadrāvayat	8
vidham	1	vyadhamam	8
vidhā	3	vidhīyante	8
vināśay	10	vināśya	8
viniyuj	7	viniyukta	8
viniryā	2	viniryayuḥ	8
vinirhṛ	1	vinirharet	8
vinivṛt	1	vinivartante	8
viniṣpiṣ	7	viniṣpiṣṭa	8
vipad	4	vipadyante	8
vipaś	4	vispaṣṭa	8
vibrū	2	vibrūyāt	8
vibhaj	1	vibhajati	8
vibhaj	1	vibhajyante	8
vibhaj	1	vibhājya	8
vibhāvay	10	vibhāvya	8
vibhṛ	3	vibhṛta	8
vibhrāj	1	vibhrājat	8
vimā	3	vimāna	8
viracay	10	viracya	8
virodhay	10	virodhita	8
vilaṅgh	1	vilaṅghya	8
vilap	4	vilapanti	8
vilikh	6	vilikhita	8
vilokay	10	vilokyate	8
vivas	6	vyucchat	8
vivic	7	vivicya	8
vivecay	10	vivecya	8
vivṛt	1	vivartamāna	8
vivardhay	10	vivardhayati	8
viśiṣ	7	viśinaṣṭi	8
viśeṣay	10	viśeṣayati	8
viśodhay	10	viśodhayāmi	8
viśram	1	viśrāmyati	8
viśram	1	viśaśrāma	8
viśram	1	viśramyatām	8
viṣad	1	viṣīdat	8
viṣah	1	viṣahate	8
viṣah	1	viṣahya	8
viṣkambh	9	viṣkambhita	8
viṣṭhā	1	vyatiṣṭhanta	8
viṣṭhā	1	vyatiṣṭhan	8
visṛj	4	visṛjeran	8
vihan	2	vyahanat	8
vihan	2	vihatya	8
vī	2	viyanti	8
vīkṣ	4	vīkṣeta	8
vīkṣ	4	vīkṣat	8
vyatī	2	vyatīyāya	8
vyapadiś	6	vyapadiśyante	8
vyapayā	2	vyapayāta	8
vyapāśri	1	vyapāśrita	8
vyapoh	1	vyapohya	8
vyavasthā	1	vyavatiṣṭhate	8
vyavasthāpay	10	vyavasthāpyate	8
vyāp	5	vyāpnuvat	8
vyāvyadh	4	vyāvidhya	8
vyāhṛ	1	vyāharet	8
vyudas	1	vyudasya	8
śraddhā	1	śraddadhyāt	8
śraddhā	1	śraddhatsva	8
saṁyā	2	saṃyāti	8
saṁyā	2	saṃyānti	8
saṁyojay	10	samayojayat	8
saṁlikh	6	saṃlikhya	8
saṁviś	6	saṃviśati	8
saṁveśay	10	saṃveśya	8
saṁveṣṭay	10	saṃveṣṭita	8
saṁśri	1	saṃśrayanti	8
saṁsañj	1	samasajjata	8
saṁsādhay	10	saṃsādhya	8
saṁstṛ	1	saṃstṛta	8
saṁsthāpay	10	saṃsthāpita	8
saṁsru	1	saṃsravet	8
saṁhṛ	1	saṃharāmi	8
saṁhṛ	1	saṃharasva	8
saṁkalpay	10	samakalpayan	8
saṁkrīḍ	1	saṃkrīḍamāna	8
saṁkṣip	6	saṃkṣipati	8
saṁkhyā	2	saṃkhyāya	8
saṁcintay	10	saṃcintayet	8
saṁchāday	10	saṃchādyamāna	8
saṁtāḍay	10	samatāḍayat	8
saṁtāpay	10	saṃtāpayat	8
saṁtyaj	1	saṃtyajati	8
saṁdaṁś	1	saṃdaśya	8
saṁduṣ	4	saṃduṣṭa	8
saṁdūṣay	10	saṃdūṣya	8
saṁdṛś	4	saṃdadarśa	8
samadhiṣṭhā	1	samadhiṣṭhita	8
samanupaś	4	samanupaśyat	8
samabhidru	1	samabhidrutya	8
samarthay	0	samarthita	8
samavāp	5	samavāpsyasi	8
samāgam	6	samāgacchanti	8
samāgam	6	samāgacchat	8
samāgam	6	samājagāma	8
samādā	3	samādatta	8
samādis	6	samādiśet	8
samādhā	1	samādheya	8
samāyā	2	samāyayuḥ	8
samārabh	1	samārebhe	8
samāvṛt	3	samāvṛtya	8
sami	2	saṃyanti	8
samutthā	1	samuttiṣṭhanti	8
samudvīkṣ	1	samudvīkṣya	8
samupavas	1	samupoṣita	8
samupānī	1	samupānayat	8
samṛdh	4	samṛdhyate	8
sampad	4	saṃpadyatām	8
sampariṣvaj	1	sampariṣvakta	8
sampratiṣṭhā	1	sampratiṣṭhita	8
sampradṛś	4	sampradṛśyate	8
sampramath	9	sampramathya	8
samprayuj	7	samprayujyate	8
sampraviś	6	sampraviśya	8
sampravṛt	1	sampravartante	8
samprī	9	saṃprīyamāṇa	8
sambodhay	10	saṃbodhita	8
sambhā	2	saṃbabhau	8
sambhū	1	sambhavasi	8
sambhṛ	3	samabharan	8
sammīlay	10	saṃmīlita	8
vamay	10	vamita	8
abhivāday	10	abhivādaye	8
arcay	10	arcayiṣyati	8
arcay	10	arcayat	8
arcay	10	arcya	8
abhyas	1	abhyasat	8
mudray	0	mudrayitvā	8
nirīkṣay	10	nirīkṣayet	8
āpūray	10	āpūrayet	8
vyañj	7	vyanakti	8
cetay	10	cetayāna	8
sampāday	10	saṃpādayiṣyati	8
praśamay	10	praśamayanti	8
niveday	10	nivedayati	8
marjay	10	marjayanta	8
dedīpy	0	dedīpyamāna	8
saṁpradarśay	10	saṃpradarśayati	8
prokṣay	10	prokṣayati	8
anuvidhā	3	anuvidhāya	8
pravitan	8	pravitata	8
rakṣay	10	rakṣitavya	8
vikṣobhay	10	vikṣobhayat	8
vikṣobhay	10	vikṣobhita	8
vācay	10	vācayati	8
mokṣay	10	mokṣayiṣyati	8
śuśrūṣ	1	śuśrūṣe	8
viprahan	2	viprahata	8
mil	6	milate	8
saṁpuṭīkṛ	8	saṃpuṭīkṛtya	8
jihīrṣ	0	jihīrṣat	8
jighāṁs	0	jighāṃsasi	8
kṣap	1	kṣapet	8
titikṣ	0	titikṣati	8
āpyāyay	10	āpyāyayat	8
krāmay	10	krāmita	8
mṛgay	0	mṛgayate	8
nirvāsay	10	nirvāsya	8
paripālay	10	paryapālayat	8
āviras	2	āvirāsīt	8
ṛch	5	ṛchāt	8
saṁpraharṣay	10	saṃpraharṣayat	8
spaṣṭay	0	spaṣṭayat	8
sthirīkṛ	8	sthirīkṛta	8
jijñās	0	jijñāsya	8
vidṛ	4	vidīryamāṇa	8
taruṇāy	0	taruṇāyate	8
saṁval	1	saṃvalita	8
viloḍay	10	viloḍayet	8
jighṛkṣay	0	jighṛkṣati	8
jighṛkṣay	0	ajighṛkṣat	8
cūrṇībhū	1	cūrṇībhūta	8
ānāyay	10	ānāyita	8
vikampay	10	vikampita	8
utkleśay	10	utkleśya	8
samājñapay	10	samājñapta	8
prabhāvay	10	prabhāvyante	8
parimarday	10	parimardita	8
samudyuj	7	samudyukta	8
upadih	6	upadigdha	8
upasaṁskṛ	8	upasaṃskṛtya	8
ādeśay	10	ādeśaya	8
abhitāpay	10	abhitāpita	8
dvaṁdvay	0	dvaṃdvayet	8
